Area,Year,Labor Force,Employed,Unemployed,Unemployment Rate                                                                                                                                                                      
Albany-Schenectady-Troy Metro Area,2021,451341.6666666667,431508.3333333333,19816.666666666668,4.3999999999999995
Albany-Schenectady-Troy Metro Area,2022,453941.6666666667,439991.6666666667,13950.0,3.0583333333333336
Albany-Schenectady-Troy Metro Area,2023,459466.6666666667,444550.0,14916.666666666666,3.2416666666666667
Albany-Schenectady-Troy Metro Area,2024,456875.0,441616.6666666667,15250.0,3.3249999999999997
Albany-Schenectady-Troy Metro Area,2025,452400.0,435600.0,16800.0,3.7
Allegany County,2001,23016.666666666668,21916.666666666668,1091.6666666666667,4.741666666666666
Allegany County,2002,23441.666666666668,22166.666666666668,1283.3333333333333,5.458333333333333
Allegany County,2003,23383.333333333332,21841.666666666668,1550.0,6.616666666666667
Allegany County,2004,23525.0,22000.0,1533.3333333333333,6.466666666666666
Allegany County,2005,23533.333333333332,22141.666666666668,1366.6666666666667,5.8500000000000005
Allegany County,2006,23541.666666666668,22300.0,1225.0,5.191666666666667
Allegany County,2007,23358.333333333332,22116.666666666668,1250.0,5.375
Allegany County,2008,23941.666666666668,22416.666666666668,1516.6666666666667,6.325
Allegany County,2009,23916.666666666668,21800.0,2108.3333333333335,8.866666666666667
Allegany County,2010,24266.666666666668,22000.0,2266.6666666666665,9.333333333333334
Allegany County,2011,23691.666666666668,21566.666666666668,2133.3333333333335,9.0
Allegany County,2012,23666.666666666668,21633.333333333332,2033.3333333333333,8.549999999999999
Allegany County,2013,23775.0,21950.0,1833.3333333333333,7.683333333333334
Allegany County,2014,23291.666666666668,21841.666666666668,1441.6666666666667,6.258333333333333
Allegany County,2015,20308.333333333332,18966.666666666668,1333.3333333333333,6.533333333333334
Allegany County,2016,20075.0,18783.333333333332,1283.3333333333333,6.433333333333334
Allegany County,2017,20066.666666666668,18741.666666666668,1316.6666666666667,6.566666666666666
Allegany County,2018,19916.666666666668,18808.333333333332,1108.3333333333333,5.541666666666667
Allegany County,2019,19716.666666666668,18683.333333333332,1041.6666666666667,5.25
Allegany County,2020,19458.333333333332,17950.0,1516.6666666666667,7.791666666666667
Allegany County,2021,19150.0,18200.0,966.6666666666666,5.075
Allegany County,2022,19033.333333333332,18225.0,791.6666666666666,4.125
Allegany County,2023,19400.0,18575.0,841.6666666666666,4.266666666666667
Allegany County,2024,18916.666666666668,18125.0,808.3333333333334,4.341666666666667
Allegany County,2025,18700.0,17600.0,1000.0,5.5
Allegany-Cattaraugus,2001,64050.0,60883.333333333336,3158.3333333333335,4.916666666666667
Allegany-Cattaraugus,2002,65208.333333333336,61566.666666666664,3641.6666666666665,5.583333333333333
Allegany-Cattaraugus,2003,65533.333333333336,61508.333333333336,4008.3333333333335,6.116666666666666
Allegany-Cattaraugus,2004,65691.66666666667,61608.333333333336,4091.6666666666665,6.208333333333333
Allegany-Cattaraugus,2005,65616.66666666667,61975.0,3641.6666666666665,5.558333333333334
Allegany-Cattaraugus,2006,65475.0,62100.0,3366.6666666666665,5.141666666666667
Allegany-Cattaraugus,2007,64541.666666666664,61225.0,3308.3333333333335,5.141666666666667
Allegany-Cattaraugus,2008,65375.0,61375.0,4008.3333333333335,6.133333333333333
Allegany-Cattaraugus,2009,65600.0,59816.666666666664,5775.0,8.791666666666666
Allegany-Cattaraugus,2010,63975.0,57850.0,6125.0,9.566666666666666
Allegany-Cattaraugus,2011,62300.0,56516.666666666664,5775.0,9.258333333333333
Allegany-Cattaraugus,2012,61933.333333333336,56275.0,5641.666666666667,9.108333333333333
Allegany-Cattaraugus,2013,61841.666666666664,56691.666666666664,5166.666666666667,8.325000000000001
Allegany-Cattaraugus,2014,59866.666666666664,55825.0,4050.0,6.7250000000000005
Allegany-Cattaraugus,2015,55475.0,51908.333333333336,3558.3333333333335,6.408333333333334
Allegany-Cattaraugus,2016,54950.0,51533.333333333336,3416.6666666666665,6.2
Allegany-Cattaraugus,2017,54975.0,51516.666666666664,3466.6666666666665,6.308333333333334
Allegany-Cattaraugus,2018,54691.666666666664,51750.0,2933.3333333333335,5.375
Allegany-Cattaraugus,2019,54291.666666666664,51550.0,2725.0,4.983333333333333
Allegany-Cattaraugus,2020,53175.0,48600.0,4600.0,8.666666666666666
Allegany-Cattaraugus,2021,52283.333333333336,49550.0,2741.6666666666665,5.2250000000000005
Allegany-Cattaraugus,2022,51700.0,49591.666666666664,2125.0,4.125
Allegany-Cattaraugus,2023,52516.666666666664,50258.333333333336,2241.6666666666665,4.266666666666667
Allegany-Cattaraugus,2024,51450.0,49300.0,2141.6666666666665,4.175
Allegany-Cattaraugus,2025,51500.0,48800.0,2700.0,5.2
Amherst Town,2001,59041.666666666664,56858.333333333336,2191.6666666666665,3.6999999999999997
Amherst Town,2002,60666.666666666664,58066.666666666664,2616.6666666666665,4.2749999999999995
Amherst Town,2003,60750.0,58033.333333333336,2708.3333333333335,4.45
Amherst Town,2004,61000.0,58250.0,2741.6666666666665,4.508333333333334
Amherst Town,2005,61550.0,59008.333333333336,2525.0,4.1
Amherst Town,2006,61783.333333333336,59458.333333333336,2341.6666666666665,3.766666666666667
Amherst Town,2007,60908.333333333336,58658.333333333336,2233.3333333333335,3.6833333333333336
Amherst Town,2008,61700.0,58925.0,2775.0,4.491666666666666
Amherst Town,2009,61400.0,57450.0,3975.0,6.4750000000000005
Amherst Town,2010,62858.333333333336,58675.0,4175.0,6.633333333333333
Amherst Town,2011,62300.0,58366.666666666664,3916.6666666666665,6.3
Amherst Town,2012,62725.0,58575.0,4166.666666666667,6.633333333333333
Amherst Town,2013,62708.333333333336,59050.0,3666.6666666666665,5.858333333333333
Amherst Town,2014,61625.0,58733.333333333336,2891.6666666666665,4.675
Amherst Town,2015,61908.333333333336,59383.333333333336,2533.3333333333335,4.108333333333333
Amherst Town,2016,62116.666666666664,59691.666666666664,2425.0,3.9166666666666665
Amherst Town,2017,62966.666666666664,60391.666666666664,2566.6666666666665,4.066666666666666
Amherst Town,2018,63191.666666666664,60983.333333333336,2208.3333333333335,3.5083333333333333
Amherst Town,2019,63708.333333333336,61650.0,2058.3333333333335,3.2583333333333333
Amherst Town,2020,61825.0,57558.333333333336,4283.333333333333,6.966666666666666
Amherst Town,2021,61633.333333333336,59108.333333333336,2525.0,4.083333333333333
Amherst Town,2022,62333.333333333336,60566.666666666664,1775.0,2.85
Amherst Town,2023,63383.333333333336,61391.666666666664,1975.0,3.1166666666666667
Amherst Town,2024,63933.333333333336,61866.666666666664,2066.6666666666665,3.233333333333333
Amherst Town,2025,63300.0,61100.0,2200.0,3.5
Auburn City,2001,12891.666666666666,12308.333333333334,600.0,4.6000000000000005
Auburn City,2002,13258.333333333334,12575.0,683.3333333333334,5.091666666666667
Auburn City,2003,13266.666666666666,12516.666666666666,775.0,5.683333333333334
Auburn City,2004,13283.333333333334,12558.333333333334,741.6666666666666,5.508333333333333
Auburn City,2005,13291.666666666666,12608.333333333334,675.0,5.133333333333334
Auburn City,2006,13166.666666666666,12491.666666666666,675.0,5.183333333333334
Auburn City,2007,12991.666666666666,12366.666666666666,633.3333333333334,4.816666666666666
Auburn City,2008,13141.666666666666,12300.0,833.3333333333334,6.341666666666666
Auburn City,2009,13158.333333333334,11900.0,1266.6666666666667,9.608333333333333
Auburn City,2010,12958.333333333334,11716.666666666666,1250.0,9.541666666666666
Auburn City,2011,12683.333333333334,11541.666666666666,1150.0,8.966666666666667
Auburn City,2012,12633.333333333334,11458.333333333334,1175.0,9.316666666666668
Auburn City,2013,12533.333333333334,11475.0,1058.3333333333333,8.416666666666666
Auburn City,2014,12041.666666666666,11241.666666666666,808.3333333333334,6.7250000000000005
Auburn City,2015,11966.666666666666,11208.333333333334,766.6666666666666,6.316666666666666
Auburn City,2016,11833.333333333334,11150.0,683.3333333333334,5.783333333333334
Auburn City,2017,11741.666666666666,11100.0,658.3333333333334,5.608333333333333
Auburn City,2018,11800.0,11191.666666666666,583.3333333333334,5.0249999999999995
Auburn City,2019,11733.333333333334,11200.0,558.3333333333334,4.608333333333333
Auburn City,2020,11666.666666666666,10583.333333333334,1091.6666666666667,9.35
Auburn City,2021,11341.666666666666,10691.666666666666,666.6666666666666,5.825
Auburn City,2022,11275.0,10800.0,466.6666666666667,4.166666666666667
Auburn City,2023,11358.333333333334,10900.0,475.0,4.216666666666667
Auburn City,2024,11350.0,10866.666666666666,483.3333333333333,4.2749999999999995
Auburn City,2025,11000.0,10500.0,500.0,4.7
Babylon Town,2001,107541.66666666667,103241.66666666667,4316.666666666667,4.008333333333334
Babylon Town,2002,109675.0,104100.0,5575.0,5.1000000000000005
Babylon Town,2003,110283.33333333333,104516.66666666667,5766.666666666667,5.233333333333333
Babylon Town,2004,111058.33333333333,105308.33333333333,5750.0,5.191666666666666
Babylon Town,2005,112091.66666666667,106875.0,5208.333333333333,4.6499999999999995
Babylon Town,2006,112583.33333333333,107866.66666666667,4725.0,4.2
Babylon Town,2007,112291.66666666667,107666.66666666667,4616.666666666667,4.125
Babylon Town,2008,113483.33333333333,107375.0,6125.0,5.391666666666667
Babylon Town,2009,113825.0,104566.66666666667,9250.0,8.141666666666667
Babylon Town,2010,112783.33333333333,103166.66666666667,9600.0,8.525
Babylon Town,2011,111641.66666666667,102425.0,9225.0,8.275
Babylon Town,2012,112650.0,102941.66666666667,9716.666666666666,8.608333333333333
Babylon Town,2013,112658.33333333333,104433.33333333333,8225.0,7.308333333333334
Babylon Town,2014,110075.0,103766.66666666667,6325.0,5.75
Babylon Town,2015,111408.33333333333,105733.33333333333,5675.0,5.075
Babylon Town,2016,111141.66666666667,105833.33333333333,5316.666666666667,4.7749999999999995
Babylon Town,2017,113575.0,108183.33333333333,5408.333333333333,4.733333333333333
Babylon Town,2018,113700.0,109108.33333333333,4591.666666666667,4.033333333333333
Babylon Town,2019,114600.0,110333.33333333333,4258.333333333333,3.725
Babylon Town,2020,113466.66666666667,102841.66666666667,10650.0,9.383333333333335
Babylon Town,2021,112725.0,106791.66666666667,5933.333333333333,5.266666666666667
Babylon Town,2022,114691.66666666667,110716.66666666667,3966.6666666666665,3.483333333333333
Babylon Town,2023,116333.33333333333,111975.0,4350.0,3.7416666666666667
Babylon Town,2024,116550.0,112250.0,4316.666666666667,3.6916666666666664
Babylon Town,2025,115000.0,110500.0,4500.0,3.9
Balance of State,2001,5475908.333333333,5252308.333333333,223616.66666666666,4.083333333333333
Balance of State,2002,5577116.666666667,5298658.333333333,278458.3333333333,5.0
Balance of State,2003,5578916.666666667,5291416.666666667,287491.6666666667,5.166666666666667
Balance of State,2004,5604400.0,5320683.333333333,283716.6666666667,5.066666666666666
Balance of State,2005,5657633.333333333,5402891.666666667,254750.0,4.508333333333334
Balance of State,2006,5693950.0,5452875.0,241075.0,4.241666666666666
Balance of State,2007,5651916.666666667,5417691.666666667,234208.33333333334,4.141666666666667
Balance of State,2008,5697100.0,5397058.333333333,300050.0,5.2749999999999995
Balance of State,2009,5694958.333333333,5252016.666666667,442925.0,7.766666666666667
Balance of State,2010,5653841.666666667,5194016.666666667,459850.0,8.141666666666667
Balance of State,2011,5578066.666666667,5143083.333333333,434991.6666666667,7.8
Balance of State,2012,5612475.0,5160183.333333333,452291.6666666667,8.066666666666666
Balance of State,2013,5613033.333333333,5215200.0,397850.0,7.075
Balance of State,2014,5487741.666666667,5176300.0,311433.3333333333,5.675
Balance of State,2015,5518041.666666667,5243691.666666667,274358.3333333333,4.966666666666667
Balance of State,2016,5526775.0,5269483.333333333,257291.66666666666,4.666666666666667
Balance of State,2017,5538308.333333333,5276683.333333333,261600.0,4.7250000000000005
Balance of State,2018,5557575.0,5331966.666666667,225608.33333333334,4.058333333333334
Balance of State,2019,5584733.333333333,5371883.333333333,212850.0,3.8166666666666664
Balance of State,2020,5488716.666666667,5050025.0,438683.3333333333,8.008333333333333
Balance of State,2021,5442033.333333333,5179833.333333333,262175.0,4.825
Balance of State,2022,5496541.666666667,5315591.666666667,180933.33333333334,3.283333333333333
Balance of State,2023,5564708.333333333,5378808.333333333,185900.0,3.341666666666667
Balance of State,2024,5543633.333333333,5347350.0,196291.66666666666,3.533333333333333
Balance of State,2025,5490800.0,5267700.0,223100.0,4.1
Bethlehem Town,2001,16850.0,16366.666666666666,466.6666666666667,2.8000000000000003
Bethlehem Town,2002,17208.333333333332,16683.333333333332,525.0,3.15
Bethlehem Town,2003,17350.0,16758.333333333332,600.0,3.4416666666666664
Bethlehem Town,2004,17616.666666666668,17000.0,608.3333333333334,3.408333333333333
Bethlehem Town,2005,17783.333333333332,17233.333333333332,566.6666666666666,3.1333333333333333
Bethlehem Town,2006,17791.666666666668,17258.333333333332,550.0,3.0749999999999997
Bethlehem Town,2007,17708.333333333332,17183.333333333332,525.0,2.9583333333333335
Bethlehem Town,2008,17841.666666666668,17150.0,675.0,3.85
Bethlehem Town,2009,17650.0,16708.333333333332,933.3333333333334,5.3
Bethlehem Town,2010,17825.0,16841.666666666668,966.6666666666666,5.466666666666666
Bethlehem Town,2011,17508.333333333332,16583.333333333332,925.0,5.3500000000000005
Bethlehem Town,2012,17808.333333333332,16841.666666666668,991.6666666666666,5.533333333333334
Bethlehem Town,2013,18000.0,17116.666666666668,883.3333333333334,4.891666666666667
Bethlehem Town,2014,17708.333333333332,17016.666666666668,675.0,3.8249999999999997
Bethlehem Town,2015,17933.333333333332,17300.0,608.3333333333334,3.483333333333333
Bethlehem Town,2016,18183.333333333332,17608.333333333332,558.3333333333334,3.0749999999999997
Bethlehem Town,2017,18525.0,17891.666666666668,600.0,3.283333333333333
Bethlehem Town,2018,18491.666666666668,17975.0,533.3333333333334,2.891666666666667
Bethlehem Town,2019,18525.0,18025.0,508.3333333333333,2.716666666666667
Bethlehem Town,2020,18116.666666666668,17250.0,850.0,4.691666666666667
Bethlehem Town,2021,18091.666666666668,17508.333333333332,591.6666666666666,3.2083333333333335
Bethlehem Town,2022,18291.666666666668,17866.666666666668,450.0,2.341666666666667
Bethlehem Town,2023,18508.333333333332,18050.0,475.0,2.5083333333333333
Bethlehem Town,2024,17400.0,16916.666666666668,458.3333333333333,2.7416666666666667
Bethlehem Town,2025,17100.0,16700.0,500.0,2.6
Binghamton City,2001,21383.333333333332,20433.333333333332,958.3333333333334,4.475
Binghamton City,2002,21516.666666666668,20175.0,1341.6666666666667,6.283333333333334
Binghamton City,2003,20983.333333333332,19658.333333333332,1333.3333333333333,6.308333333333334
Binghamton City,2004,20700.0,19483.333333333332,1225.0,5.908333333333334
Binghamton City,2005,20716.666666666668,19600.0,1125.0,5.425
Binghamton City,2006,20800.0,19750.0,1050.0,4.983333333333333
Binghamton City,2007,20666.666666666668,19675.0,991.6666666666666,4.825
Binghamton City,2008,20866.666666666668,19566.666666666668,1300.0,6.2250000000000005
Binghamton City,2009,20825.0,18916.666666666668,1925.0,9.191666666666666
Binghamton City,2010,21150.0,19125.0,2025.0,9.608333333333333
Binghamton City,2011,20458.333333333332,18566.666666666668,1900.0,9.308333333333334
Binghamton City,2012,20166.666666666668,18283.333333333332,1891.6666666666667,9.325000000000001
Binghamton City,2013,19683.333333333332,18041.666666666668,1658.3333333333333,8.441666666666666
Binghamton City,2014,18866.666666666668,17450.0,1383.3333333333333,7.366666666666667
Binghamton City,2015,18525.0,17308.333333333332,1200.0,6.558333333333334
Binghamton City,2016,18308.333333333332,17233.333333333332,1091.6666666666667,5.925
Binghamton City,2017,18291.666666666668,17216.666666666668,1066.6666666666667,5.866666666666667
Binghamton City,2018,18308.333333333332,17350.0,950.0,5.208333333333333
Binghamton City,2019,18183.333333333332,17266.666666666668,933.3333333333334,5.041666666666667
Binghamton City,2020,18041.666666666668,16200.0,1841.6666666666667,10.075000000000001
Binghamton City,2021,17541.666666666668,16458.333333333332,1100.0,6.3
Binghamton City,2022,17450.0,16675.0,791.6666666666666,4.441666666666666
Binghamton City,2023,17641.666666666668,16833.333333333332,783.3333333333334,4.4750000000000005
Binghamton City,2024,19958.333333333332,19125.0,841.6666666666666,4.191666666666666
Binghamton City,2025,19500.0,18600.0,1000.0,4.9
Binghamton Metro Area,2001,124600.0,119350.0,5266.666666666667,4.241666666666666
Binghamton Metro Area,2002,125558.33333333333,118258.33333333333,7283.333333333333,5.8
Binghamton Metro Area,2003,122966.66666666667,115783.33333333333,7191.666666666667,5.825
Binghamton Metro Area,2004,122133.33333333333,115483.33333333333,6650.0,5.433333333333334
Binghamton Metro Area,2005,122525.0,116575.0,5983.333333333333,4.883333333333334
Binghamton Metro Area,2006,123508.33333333333,117866.66666666667,5633.333333333333,4.533333333333333
Binghamton Metro Area,2007,122800.0,117375.0,5441.666666666667,4.433333333333334
Binghamton Metro Area,2008,123583.33333333333,116825.0,6741.666666666667,5.45
Binghamton Metro Area,2009,123808.33333333333,113558.33333333333,10241.666666666666,8.275
Binghamton Metro Area,2010,124533.33333333333,113658.33333333333,10866.666666666666,8.716666666666667
Binghamton Metro Area,2011,120708.33333333333,110508.33333333333,10216.666666666666,8.475
Binghamton Metro Area,2012,119316.66666666667,108991.66666666667,10300.0,8.65
Binghamton Metro Area,2013,116758.33333333333,107633.33333333333,9125.0,7.825
Binghamton Metro Area,2014,111616.66666666667,104291.66666666667,7341.666666666667,6.558333333333334
Binghamton Metro Area,2015,110000.0,103458.33333333333,6516.666666666667,5.908333333333334
Binghamton Metro Area,2016,108941.66666666667,103008.33333333333,5941.666666666667,5.45
Binghamton Metro Area,2017,109283.33333333333,103308.33333333333,5950.0,5.441666666666666
Binghamton Metro Area,2018,109375.0,104191.66666666667,5175.0,4.7250000000000005
Binghamton Metro Area,2019,108725.0,103933.33333333333,4791.666666666667,4.408333333333333
Binghamton Metro Area,2020,106208.33333333333,97533.33333333333,8675.0,8.166666666666666
Binghamton Metro Area,2021,104300.0,98966.66666666667,5341.666666666667,5.116666666666666
Binghamton Metro Area,2022,104200.0,100308.33333333333,3900.0,3.733333333333333
Binghamton Metro Area,2023,105341.66666666667,101333.33333333333,4008.3333333333335,3.8249999999999997
Binghamton Metro Area,2024,106508.33333333333,102341.66666666667,4141.666666666667,3.9
Binghamton Metro Area,2025,104400.0,99500.0,5000.0,4.8
Brighton Town,2001,18541.666666666668,17950.0,583.3333333333334,3.1750000000000003
Brighton Town,2002,18458.333333333332,17708.333333333332,750.0,4.083333333333333
Brighton Town,2003,18200.0,17450.0,741.6666666666666,4.116666666666666
Brighton Town,2004,18008.333333333332,17316.666666666668,691.6666666666666,3.858333333333333
Brighton Town,2005,18325.0,17691.666666666668,616.6666666666666,3.391666666666667
Brighton Town,2006,18250.0,17658.333333333332,591.6666666666666,3.1833333333333336
Brighton Town,2007,18050.0,17475.0,566.6666666666666,3.108333333333333
Brighton Town,2008,18066.666666666668,17358.333333333332,700.0,3.8666666666666667
Brighton Town,2009,17841.666666666668,16791.666666666668,1016.6666666666666,5.8
Brighton Town,2010,18258.333333333332,17175.0,1091.6666666666667,5.983333333333333
Brighton Town,2011,18008.333333333332,17000.0,1008.3333333333334,5.608333333333333
Brighton Town,2012,18141.666666666668,17066.666666666668,1058.3333333333333,5.841666666666666
Brighton Town,2013,18075.0,17150.0,925.0,5.125
Brighton Town,2014,17691.666666666668,16975.0,725.0,4.166666666666667
Brighton Town,2015,17766.666666666668,17108.333333333332,666.6666666666666,3.7416666666666667
Brighton Town,2016,17658.333333333332,17016.666666666668,641.6666666666666,3.5666666666666664
Brighton Town,2017,17833.333333333332,17200.0,641.6666666666666,3.591666666666667
Brighton Town,2018,17858.333333333332,17291.666666666668,550.0,3.108333333333333
Brighton Town,2019,17891.666666666668,17341.666666666668,566.6666666666666,3.125
Brighton Town,2020,17325.0,16333.333333333334,991.6666666666666,5.7
